p0,Average of S(x)
0.613,0.0980387363023371
0.614,0.09840822885987617
0.615,0.10010155178300868
0.616,0.09947592626380129
0.617,0.10217988154922976
0.618,0.09582124731519025
0.619,0.10075653571469276
0.62,0.10182453378858698
0.621,0.10459136240629835
0.622,0.09943146287497827
0.623,0.10137812498292965
0.624,0.10061842405089454
0.625,0.09893800871948225
0.626,0.10381861752200991
0.627,0.09782885356984422
0.628,0.10329201549500056
0.629,0.10306094482302272
0.63,0.10456014844131686
0.631,0.10123658018347903
0.632,0.10418110771240417
0.633,0.102983732463112
0.634,0.10377589890756565
0.635,0.10052538205745773
0.636,0.10141946873872408
0.637,0.10464042645533173
0.638,0.10373424647015972
0.639,0.10659944285492011
0.64,0.1051862663743543
0.641,0.10814206584535156
0.642,0.1043985095253382
0.643,0.10309999487823795
0.644,0.10756972337876573
0.645,0.1035104809483809
0.646,0.1056877369856747
0.647,0.10418607740674424
0.648,0.10672583747900358
0.649,0.10238917097848435
0.65,0.10961279023466511
0.651,0.10475913265445538
0.652,0.1076593156058151
0.653,0.10529256572836738
0.654,0.10530654359530045
0.655,0.10789239829059065
0.656,0.10595553274698559
0.657,0.10544365876549802
0.658,0.10675427603043262
0.659,0.10812984317183495
0.66,0.10359824551637636
0.661,0.1086171133003742
0.662,0.10908900141986408
0.663,0.108810516610735
0.664,0.10564762674135991
0.665,0.1081526483080416
0.666,0.10865684334910161
0.667,0.11053480455425456
0.668,0.10604414248778098
0.669,0.10724709807984639
0.67,0.1089876251606265
0.671,0.11002097445597862
0.672,0.10809812288083542
0.673,0.11007358814042117
0.674,0.10569495053127978
0.675,0.11235547180499336
0.676,0.10793236469501291
0.677,0.10509222555149013
0.678,0.1047846356829371
0.679,0.10685219353129739
0.68,0.10727818628201366
0.681,0.11212922779788341
0.682,0.1075195109814907
0.683,0.1112020283235043
0.684,0.11001905457586092
0.685,0.1123567397006364
0.686,0.10630455299222683
0.687,0.10807712188266401
0.6880000000000001,0.11099856884805162
0.6890000000000001,0.11190566332424426
0.6900000000000001,0.11243939404691733
0.6910000000000001,0.11194731227062567
0.6920000000000001,0.11356634009634188
0.6930000000000001,0.10992055145056852
0.6940000000000001,0.11274350131445487
0.6950000000000001,0.11287331392623835
0.6960000000000001,0.10994806310060762
0.6970000000000001,0.10872280742732104
0.6980000000000001,0.113412846182208
0.6990000000000001,0.11747872392695365
0.7000000000000001,0.11521322512282675
0.7010000000000001,0.11466195611680646
0.7020000000000001,0.1141418463453592
0.7030000000000001,0.11188859190907981
0.704,0.11284395104336355
0.705,0.11496585103711911
0.706,0.11377686097102556
0.707,0.11789681898413445
0.708,0.1106454189741672
0.709,0.11769156727919537
0.71,0.11414082262166596
0.711,0.11535416475932782
0.712,0.1181489155914254
0.713,0.11538393336520306
0.714,0.11355760454481797
0.715,0.11870298938444224
0.716,0.12094009031361784
0.717,0.11588347850339835
0.718,0.11705299144061541
0.719,0.11300329561718801
0.72,0.12029821468636119
0.721,0.11780045326149577
0.722,0.11668769393131315
0.723,0.11896358293866653
0.724,0.11757573493056257
0.725,0.11651710691528162
0.726,0.12063304271340067
0.727,0.1157652396367044
0.728,0.113496087739399
0.729,0.12353213926845681
0.73,0.12085723700564659
0.731,0.11974226964121708
0.732,0.1167279222058047
0.733,0.11723496713840659
0.734,0.12282221002500966
0.735,0.11877889636696416
0.736,0.1190905263733052
0.737,0.11807052574301678
0.738,0.11386510105163182
0.739,0.11751005685113206
0.74,0.12038485585219971
0.741,0.11934093179857791
0.742,0.1181969204259272
0.743,0.1181437612259355
0.744,0.11921405223881196
0.745,0.1244922540269068
0.746,0.12568083189723217
0.747,0.121633209236939
0.748,0.12293708613130684
0.749,0.11865495082233465
0.75,0.11758301695057038
0.751,0.12421718637928784
0.752,0.12143262337068596
0.753,0.126991184426191
0.754,0.11953870765482964
0.755,0.12591791173457934
0.756,0.12308640897328064
0.757,0.12485839197978887
0.758,0.1260875839615314
0.759,0.12297215684152978
0.76,0.11986457111726402
0.761,0.12348962893497172
0.762,0.1251503516961899
0.763,0.11961313644343932
0.764,0.12326056544758555
0.765,0.12311374155343041
0.766,0.12648546647618167
0.767,0.1281448437159932
0.768,0.12299472301363346
0.769,0.13215024982417778
0.77,0.1253068434850088
0.771,0.1301472272051848
0.772,0.12213852409868163
0.773,0.12662247853324965
0.774,0.12413148155109568
0.775,0.12400222362767661
0.776,0.12322721688580705
0.777,0.12280645329168483
0.778,0.1280669148928138
0.779,0.12641039976934065
0.78,0.12467646632684103
0.781,0.12400701806977273
0.782,0.12724967435345988
0.783,0.12115824929179599
0.784,0.12491076613628113
0.785,0.1292325769947288
0.786,0.12369477808578674
0.787,0.1282432551414108
0.788,0.12514700874751933
0.789,0.1244929165989688
0.79,0.1270202499763948
0.791,0.12962799263626243
0.792,0.12504658058836277
0.793,0.12701208811237147
0.794,0.13056970486730246
0.795,0.12493572512709063
0.796,0.12557785579855626
0.797,0.1333044778034341
0.798,0.1282764112637398
0.799,0.129834436541574
0.8,0.12560006985750197
0.801,0.1262462479021243
0.802,0.13147938152599736
0.803,0.13200523575406273
0.804,0.13699434742965552
0.805,0.12811311646245443
0.806,0.13114574225036574
0.807,0.13763680042461518
0.808,0.13136765271948309
0.809,0.1331052341683924
0.81,0.13551867195125608
0.811,0.13597281024893604
0.812,0.12852852026663383
0.8130000000000001,0.13480649049832572
0.8140000000000001,0.13681716127830618
0.8150000000000001,0.1351439848646268
0.8160000000000001,0.12966295944538123
0.8170000000000001,0.1327978055604195
0.8180000000000001,0.13045329317474846
0.8190000000000001,0.13309180574048535
0.8200000000000001,0.1318515377221035
0.8210000000000001,0.13126327409041863
0.8220000000000001,0.13521171943430776
0.8230000000000001,0.1315118153433543
0.8240000000000001,0.1295358896198252
0.8250000000000001,0.13550870459631714
0.8260000000000001,0.13050059151015173
0.8270000000000001,0.13662813325900397
0.8280000000000001,0.1265971391676174
0.8290000000000001,0.14017741261729005
0.8300000000000001,0.13632008746389768
0.8310000000000001,0.13265000105432692
0.8320000000000001,0.13354999736566978
0.833,0.13334227473209045
0.834,0.13654940434839274
0.835,0.13160980609925613
0.836,0.13546656038447547
0.837,0.13172038459087568
0.838,0.13315380108431837
0.839,0.13756447042544373
0.84,0.14132391982640877
0.841,0.1404391614211964
0.842,0.14254687473855746
0.843,0.13118504144084187
0.844,0.1374713726138771
0.845,0.1354381541154168
0.846,0.13478665904264142
0.847,0.13830205402101722
0.848,0.13958275303571635
0.849,0.13232205681202394
0.85,0.1369032433749298
0.851,0.1387910360347904
0.852,0.1323827891784302
0.853,0.13888965997402403
0.854,0.1371787112227003
0.855,0.13981804573308731
0.856,0.13768491979996028
0.857,0.13861288336426233
0.858,0.14401086796414986
0.859,0.13955844150253446
0.86,0.14080829371246706
0.861,0.14021237273816828
0.862,0.1407364379124679
0.863,0.14125033800144746
0.864,0.13754832984691887
0.865,0.13723768985433718
0.866,0.1411941935995296
0.867,0.14382449926107882
0.868,0.14114469779005182
0.869,0.14227680012609548
0.87,0.1418907254907084
0.871,0.14170738534749194
0.872,0.142338711726753
0.873,0.14489347600821026
0.874,0.13987324511939542
0.875,0.1387518053004571
0.876,0.14140560666791344
0.877,0.13922380697747747
0.878,0.13853742963978627
0.879,0.13823371839294885
0.88,0.13894668657017006
0.881,0.1356845043969551
0.882,0.14261053909138552
0.883,0.14406412196261234
0.884,0.14070640439054613
0.885,0.14098933684524437
0.886,0.13965405938039463
0.887,0.14007942843703344
0.888,0.14437099608765194
0.889,0.136167028098813
0.89,0.14517980869007885
0.891,0.14279451572545648
0.892,0.1436071809668797
0.893,0.1446483967343658
0.894,0.14115170175826447
0.895,0.14624974155822748
0.896,0.1429525908900076
0.897,0.14193383165015735
0.898,0.1466159490851348
0.899,0.14851871222470003
0.9,0.14097719994362587
0.901,0.143372394494144
0.902,0.14106833147148773
0.903,0.15017620234829576
0.904,0.14503811427836644
0.905,0.1461137913403941
0.906,0.145888150658378
0.907,0.14464122910248883
0.908,0.14957337076906305
0.909,0.14170574090577176
0.91,0.14554088578845517
0.911,0.1489886566448595
0.912,0.147278550922995
0.913,0.14568127332995706
0.914,0.14863832344879999
0.915,0.1501979039134215
0.916,0.14688124506314418
0.917,0.14635860651749838
0.918,0.1430814747464397
0.919,0.1458818447500454
0.92,0.14184650403620772
0.921,0.15358462894165179
0.922,0.15066811721690837
0.923,0.15621543044473896
0.924,0.1520553944330723
0.925,0.14656970460157556
0.926,0.1478865736504792
0.927,0.15089956432425478
0.928,0.15159055776276553
0.929,0.14960921063064392
0.93,0.14602602131122394
0.931,0.15554457909437314
0.932,0.1506659465902211
0.933,0.15604635591384527
0.934,0.1552423831997862
0.935,0.1501110657705311
0.936,0.15047018354325026
0.937,0.15505961468553128
0.9380000000000001,0.15559491217440644
0.9390000000000001,0.15096892308827267
0.9400000000000001,0.14930934913767105
0.9410000000000001,0.15353130019582667
0.9420000000000001,0.15340350893892427
0.9430000000000001,0.15465364935801973
0.9440000000000001,0.15080372203643438
0.9450000000000001,0.1530373445939852
0.9460000000000001,0.1523464147880033
0.9470000000000001,0.15620392508926403
0.9480000000000001,0.15423860653446186
0.9490000000000001,0.15139256707299475
0.9500000000000001,0.14677356066335231
0.9510000000000001,0.15437688967971186
0.9520000000000001,0.1560178131838419
0.9530000000000001,0.15366185914170627
0.9540000000000001,0.15207048900740353
0.9550000000000001,0.15291714908422188
0.9560000000000001,0.1540164767478347
0.9570000000000001,0.15238735215503474
0.9580000000000001,0.1583208220558946
0.9590000000000001,0.15456828676189321
0.96,0.1486893136947773
0.961,0.15695178261879794
0.962,0.1554304456478153
0.963,0.15611053936760186
0.964,0.15632332499373439
0.965,0.15507217685940922
0.966,0.1646054973497516
0.967,0.15902492444688307
0.968,0.1632255792774882
0.969,0.1599843505790593
0.97,0.15246438226468895
0.971,0.1555634135107053
0.972,0.1603792934472283
0.973,0.15250477094511955
0.974,0.15577145954442284
0.975,0.16522903887174054
0.976,0.1663692996579773
0.977,0.15611609241706786
0.978,0.1597464544491029
0.979,0.16001498064075773
0.98,0.15928091094944719
0.981,0.15677598463465015
0.982,0.1639698047213091
0.983,0.16154782690452785
0.984,0.1646950298694382
0.985,0.16472900754189557
0.986,0.15950741320702222
0.987,0.1586616849403829
0.988,0.15908217618074394
0.989,0.16230842256486414
0.99,0.16318342763766025
0.991,0.16056222456351796
0.992,0.15941073730460809
0.993,0.1603666992422351
0.994,0.1615543216296138
0.995,0.16559320991940368
0.996,0.16156189849782937
0.997,0.1555947015882027
0.998,0.16279125223336455
0.999,0.16139703484408147
1.0,0.1652885583723802
